date, leftPanel, pair, rightPanel
09/07/2021, 147, 20,136
10/07/2021, 359, 78,440
11/07/2021, 225, 96,448
12/07/2021, 880, 64,220
13/07/2021, 267, 58,800
14/07/2021, 400, 44,455
15/07/2021, 160, 77,890
16/07/2021, 360, 91,399
17/07/2021, 779, 30,370
18/07/2021, 389, 04,590
19/07/2021, 257, 43,788
20/07/2021, 344, 11,128
21/07/2021, 177, 51,470
22/07/2021, 336, 22,138
23/07/2021, 235, 08,378
24/07/2021, 189, 84,239
25/07/2021, 449, 70,145
26/07/2021, 790, 69,135
27/07/2021, 369, 84,400
28/07/2021, 125, 81,489
29/07/2021, 660, 22,246
30/07/2021, 117, 90,479
31/07/2021, 667, 99,126
01/08/2021, 670, 30,668
02/08/2021, 200, 23,599
03/08/2021, 245, 14,167
04/08/2021, 238, 32,129
05/08/2021, 156, 23,346
06/08/2021, 460, 01,146
07/08/2021, 679, 27,359
08/08/2021, 289, 91,137
09/08/2021, 577, 90,145
10/08/2021, 456, 52,147
11/08/2021, 250, 75,690
12/08/2021, 237, 22,688
13/08/2021, 600, 68,468
14/08/2021, 111, 30,127
15/08/2021, ***, **,***
16/08/2021, 579, 16,358
17/08/2021, 378, 84,266
18/08/2021, 270, 99,469
19/08/2021, 556, 63,139
20/08/2021, 157, 31,236
21/08/2021, 568, 98,233
22/08/2021, 569, 03,337
23/08/2021, 133, 71,588
24/08/2021, 489, 17,278
25/08/2021, 268, 65,799
26/08/2021, 450, 95,366
27/08/2021, 248, 43,580
28/08/2021, 349, 68,260
29/08/2021, 130, 47,368
30/08/2021, 479, 03,256
31/08/2021, 450, 95,168
01/09/2021, 550, 07,124
02/09/2021, 380, 12,345
03/09/2021, 678, 11,560
04/09/2021, 267, 55,159
05/09/2021, 457, 63,490
06/09/2021, 180, 95,357
07/09/2021, 189, 85,159
08/09/2021, 223, 71,137
09/09/2021, 346, 33,689
10/09/2021, 446, 47,340
11/09/2021, 489, 15,249
12/09/2021, 478, 97,890
13/09/2021, 244, 02,688
14/09/2021, 360, 99,379
